NCT Id,Brief Title,Official Title,Overall Status,Conditions,Interventions,Study First Post Date,Last Update Post Date,Phases,Study Type,sex,minimumAge,maximumAge
NCT02873221,An Extension Study to Evaluate the Long-Term Safety and Tolerability of Ubrogepant in the Treatment of Migraine,"A Multicenter, Randomized, Open-Label Extension Study to Evaluate the Long-Term Safety and Tolerability of Oral Ubrogepant in the Acute Treatment of Migraine With or Without Aura",COMPLETED,"Migraine, With or Without Aura",Drug: Usual Care|Drug: Ubrogepant|Drug: Ubrogepant,2016-08-19,2019-08-28,PHASE3,INTERVENTIONAL,ALL,18 Years,76 Years
NCT03367702,Stereotactic Body Radiation Therapy or Intensity-Modulated Radiation Therapy in Treating Patients With Stage IIA-B Prostate Cancer,Phase III IGRT and SBRT vs IGRT and Hypofractionated IMRT for Localized Intermediate Risk Prostate Cancer,ACTIVE_NOT_RECRUITING,Stage II Prostate Adenocarcinoma,Radiation: Intensity-Modulated Radiation Therapy (IMRT)|Radiation: Stereotactic Body Radiation Therapy (SBRT),2017-12-11,2024-02-07,PHASE3,INTERVENTIONAL,MALE,18 Years,
NCT04444921,EA2176: Phase 3 Clinical Trial of Carboplatin and Paclitaxel +/- Nivolumab in Metastatic Anal Cancer Patients,A Randomized Phase III Study of Immune Checkpoint Inhibition With Chemotherapy in Treatment-Naive Metastatic Anal Cancer Patients,ACTIVE_NOT_RECRUITING,Anal Basaloid Squamous Cell Carcinoma|Anal Canal Cloacogenic Carcinoma|Metastatic Anal Squamous Cell Carcinoma|Recurrent Anal Squamous Cell Carcinoma|Stage III Anal Cancer AJCC v8|Stage IV Anal Cancer AJCC v8|Unresectable Anal Squamous Cell Carcinoma,Drug: Carboplatin|Drug: Carboplatin,2020-06-24,2024-09-26,PHASE3,INTERVENTIONAL,ALL,18 Years,
NCT04611802,"A Study to Evaluate the Efficacy, Immune Response, and Safety of a COVID-19 Vaccine in Adults ≥ 18 Years With a Pediatric Expansion in Adolescents (12 to<18 Years) at Risk for SARS-CoV-2","A Phase 3, Randomized, Observer-Blinded, Placebo-Controlled Study to Evaluate the Efficacy, Safety, and Immunogenicity of a SARS-CoV-2 Recombinant Spike Protein Nanoparticle Vaccine (SARS-CoV-2 rS) With Matrix-M1™ Adjuvant in Adult Participants ≥ 18 Years With a Pediatric Expansion in Adolescents (12 to < 18 Years)",COMPLETED,SARS-CoV Infection|Covid19,Biological: SARS-CoV-2 rS/Matrix-M1 Adjuvant (Initial Vaccination Period)|Other: Placebo (Initial Vaccination Period)|Biological: SARS-CoV-2 rS/Matrix-M1 Adjuvant (Crossover Vaccination period)|Biological: SARS-CoV-2 rS/Matrix-M1 Adjuvant (Booster Vaccination)|Biological: SARS-CoV-2 rS/Matrix-M1 Adjuvant (Second Booster Vaccination)|Other: Placebo (Crossover Vaccination period),2020-11-02,2023-12-21,PHASE3,INTERVENTIONAL,ALL,12 Years,
NCT04960202,EPIC-HR: Study of Oral PF-07321332/Ritonavir Compared With Placebo in Nonhospitalized High Risk Adults With COVID-19,"AN INTERVENTIONAL EFFICACY AND SAFETY, PHASE 2/3, DOUBLE-BLIND, 2-ARM STUDY TO INVESTIGATE ORALLY ADMINISTERED PF-07321332/RITONAVIR COMPARED WITH PLACEBO IN NONHOSPITALIZED SYMPTOMATIC ADULT PARTICIPANTS WITH COVID-19 WHO ARE AT INCREASED RISK OF PROGRESSING TO SEVERE ILLNESS",COMPLETED,COVID-19,Drug: PF-07321332|Drug: Placebo,2021-07-13,2023-02-09,PHASE2|PHASE3,INTERVENTIONAL,ALL,18 Years,
NCT04095364,"Letrozole With or Without Paclitaxel and Carboplatin in Treating Patients With Stage II-IV Ovarian, Fallopian Tube, or Primary Peritoneal Cancer","A Randomized Phase III, Two-Arm Trial of Paclitaxel/Carboplatin/Maintenance Letrozole Versus Letrozole Monotherapy in Patients With Stage II-IV, Primary Low-Grade Serous Carcinoma of the Ovary or Peritoneum",RECRUITING,Low Grade Fallopian Tube Serous Adenocarcinoma|Ovarian Low Grade Serous Adenocarcinoma|Primary Peritoneal Low Grade Serous Adenocarcinoma|Stage II Fallopian Tube Cancer AJCC v8|Stage II Ovarian Cancer AJCC v8|Stage II Primary Peritoneal Cancer AJCC v8|Stage III Fallopian Tube Cancer AJCC v8|Stage III Ovarian Cancer AJCC v8|Stage III Primary Peritoneal Cancer AJCC v8|Stage IV Fallopian Tube Cancer AJCC v8|Stage IV Ovarian Cancer AJCC v8|Stage IV Primary Peritoneal Cancer AJCC v8,Procedure: Biopsy|Procedure: Biopsy,2019-09-19,2024-05-02,PHASE3,INTERVENTIONAL,FEMALE,18 Years,
NCT04972721,SELECT-LIFE: A Research Study Looking at Long-term Effects of Semaglutide in People Who Took Part in the SELECT Cardiovascular Outcomes Trial,SELECT-LIFE (SELECT Follow-up Study to Evaluate Long-term Impact oF Anti-obEsity Medication),RECRUITING,Overweight|Obesity,Other: No treatment given,2021-07-22,2024-02-29,,OBSERVATIONAL,ALL,45 Years,
NCT01274338,Ipilimumab or High-Dose Interferon Alfa-2b in Treating Patients With High-Risk Stage III-IV Melanoma That Has Been Removed by Surgery,A Phase III Randomized Study of Adjuvant Ipilimumab Anti-CTLA4 Therapy Versus High-Dose Interferon a-2b for Resected High-Risk Melanoma,ACTIVE_NOT_RECRUITING,Melanoma of Unknown Primary|Recurrent Melanoma|Stage IIIB Cutaneous Melanoma AJCC v7|Stage IIIC Cutaneous Melanoma AJCC v7|Stage IV Cutaneous Melanoma AJCC v6 and v7,Biological: Ipilimumab|Other: Quality-of-Life Assessment|Biological: Ipilimumab|Biological: Ipilimumab|Biological: Recombinant Interferon Alfa-2b|Biological: Ipilimumab,2011-01-11,2024-09-26,PHASE3,INTERVENTIONAL,ALL,12 Years,
NCT03257943,"A Bioequivalence Study, Comparing Two Formulations of Ivermectin Lotion, 0.5%","A Multi-Center, Double-Blind, Randomized, Placebo Controlled, Parallel-group Study, Comparing Ivermectin Lotion, 0.5% in the Treatment of Subjects With Active Infestation With Head Lice and Their Ova",COMPLETED,Lice; Head Lice,"Drug: Ivermectin Lotion, 0.5%|Drug: SKLICE (ivermectin) Lotion, 0.5%|Drug: Vehicle of the Test product",2017-08-22,2018-05-18,PHASE1,INTERVENTIONAL,ALL,18 Years,
NCT01950390,Ipilimumab With or Without Bevacizumab in Treating Patients With Stage III-IV Melanoma That Cannot Be Removed by Surgery,A Randomized Phase II Trial of Ipilimumab With or Without Bevacizumab in Patients With Unresectable Stage III or Stage IV Melanoma,ACTIVE_NOT_RECRUITING,Stage IIIC Cutaneous Melanoma AJCC v7|Stage IV Cutaneous Melanoma AJCC v6 and v7|Unresectable Melanoma,Biological: Ipilimumab|Biological: Bevacizumab,2013-09-25,2024-09-25,PHASE2,INTERVENTIONAL,ALL,18 Years,
NCT00676143,Study Evaluating the Safety and Efficacy of Bapineuzumab in Alzheimer Disease Patients,"A Phase Iii, Multicenter, Randomized, Double-blind, Placebo-controlled, Parallel Group, Efficacy And Safety Trial Of Bapineuzumab (Aab 001, Eln115727) In Subjects With Mild To Moderate Alzheimer Disease Who Are Apolipoprotein E 4 Carriers",TERMINATED,Alzheimer Disease,Drug: bapineuzumab|Drug: placebo,2008-05-12,2016-06-10,PHASE3,INTERVENTIONAL,ALL,50 Years,88 Years
NCT04177108,A Study of Ipatasertib in Combination With Atezolizumab and Paclitaxel as a Treatment for Participants With Locally Advanced or Metastatic Triple-Negative Breast Cancer,"A Phase III, Double-blind, Placebo-controlled, Randomized Study of Ipatasertib in Combination With Atezolizumab and Paclitaxel as a Treatment for Patients With Locally Advanced Unresectable or Metastatic Triple-Negative Breast Cancer",COMPLETED,Triple-Negative Breast Cancer,Drug: Atezolizumab|Drug: Ipatasertib|Drug: Paclitaxel|Drug: Atezolizumab|Drug: Atezolizumab,2019-11-26,2024-03-27,PHASE3,INTERVENTIONAL,ALL,18 Years,
NCT06015308,A Study to Investigate Vaccine Responses in Subcutaneous Amlitelimab Treated Atopic Dermatitis Participants Aged 18 Years and Older Compared With Placebo,"A Randomized, Double-blind, Placebo-controlled Phase 2 Study to Evaluate the Effect of Amlitelimab on Vaccine Antibody Responses in Adult Participants With Moderate to Severe Atopic Dermatitis",RECRUITING,Dermatitis Atopic,Drug: Amlitelimab|Drug: Placebo,2023-08-29,2024-09-25,PHASE2,INTERVENTIONAL,ALL,18 Years,
NCT02595008,Study to Assess the Potential for Adrenal Suppression Following Treatment With DSXS in Patients With Atopic Dermatitis,"An Open Label, Safety Study to Assess the Potential for Adrenal Suppression and Pharmacokinetics Following Maximal Use Treatment With DSXS in Patients With Atopic Dermatitis.",COMPLETED,"Dermatitis, Atopic",Drug: DSXS,2015-11-03,2018-12-07,PHASE2,INTERVENTIONAL,ALL,2 Years,
NCT05640908,Pelvic Fixation and Fusion During Multilevel Spinal Surgery,Pelvic Fixation and Fusion During Multilevel Spinal Surgery,RECRUITING,Spinal Fusion|Deformity of Spine,Device: iFuse Bedrock Granite Implant System,2022-12-07,2024-01-18,,OBSERVATIONAL,ALL,18 Years,
NCT01193608,Study Evaluating The Safety Of AAB-003 (PF-05236812) In Subjects With Alzheimer's Disease,"A Phase 1, Multicenter, Randomized, Double-blind, Placebo-controlled, Adaptive, Multiple Ascending Dose Study Of The Safety, Tolerability And Pharmacokinetics Of Aab-003 (Pf-05236812) In Subjects With Mild To Moderate Alzheimer's Disease",COMPLETED,Alzheimer's Disease,Drug: AAB-003 (PF-05236812)|Drug: AAB-003 (PF-05236812)|Drug: AAB-003 (PF-05236812)|Drug: AAB-003 (PF-05236812)|Drug: AAB-003 (PF-05236812)|Other: Placebo,2010-09-02,2017-02-23,PHASE1,INTERVENTIONAL,ALL,50 Years,89 Years
NCT05818150,GAE Using Embosphere Microspheres Vs Corticosteroid Injections for Treatment of Symptomatic Knee OA (MOTION),"Multicenter, PrOspective, Randomized, Controlled Trial Comparing GenIcular Artery EmbOlization Using Embosphere Microspheres to Corticosteroid INjections for the Treatment of Symptomatic Knee Osteoarthritis: MOTION Study",RECRUITING,Knee Osteoarthritis,Device: Embosphere Microspheres|Drug: Corticosteroid injection,2023-04-18,2024-08-30,NA,INTERVENTIONAL,ALL,21 Years,
NCT04281108,Efficacy and Safety APT-1011 in Adult Subjects With Eosinophilic Esophagitis (EoE) (FLUTE-2),"Fluticasone Propionate Oral Dispersible Tablet Formulation in Eosinophilic Esophagitis: A Two-Part, Randomized, Double-blind, Placebo-Controlled Study of APT-1011 With an Open-label Extension, in Adult Subjects With Eosinophilic Esophagitis",COMPLETED,Eosinophilic Esophagitis,Drug: APT-1011|Drug: Placebo oral tablet,2020-02-24,2023-06-12,PHASE3,INTERVENTIONAL,ALL,18 Years,
NCT03909750,Use of Autologous Stem/Stromal Cells In Chronic Lung Disorders: Obstructive (COPD) & Restrictive (RLD),Use of Autologous Stem/Stromal Cells in Chronic Lung Disorders: Obstructive (COPD) and Restrictive (RLD),SUSPENDED,COPD|Respiratory Insufficiency,Procedure: Lipoaspiration|Procedure: AD-cSVF|Procedure: Normal Saline IV,2019-04-10,2022-03-16,PHASE1,INTERVENTIONAL,ALL,18 Years,
NCT04250350,Study to Assess the Safety and Efficacy of Lebrikizumab (LY3650150) in Adolescent Participants With Moderate-to-Severe Atopic Dermatitis,"An Open-Label, Single-Arm Study to Assess the Safety and Efficacy of Lebrikizumab in Adolescent Patients With Moderate-to-Severe Atopic Dermatitis",COMPLETED,Atopic Dermatitis,Biological: Lebrikizumab,2020-01-31,2023-02-24,PHASE3,INTERVENTIONAL,ALL,12 Years,17 Years
NCT03015350,Blood Levels of Sevoflurane and Desflurane,Blood Levels of Sevoflurane and Desflurane During One Lung Ventilation,COMPLETED,"Anesthetics, Inhalation",Drug: Sevoflurane|Drug: Sevoflurane|Drug: Desflurane|Drug: Desflurane,2017-01-10,2018-03-05,,OBSERVATIONAL,ALL,25 Years,65 Years
NCT04548752,"Testing the Addition of Pembrolizumab, an Immunotherapy Cancer Drug to Olaparib Alone as Therapy for Patients With Pancreatic Cancer That Has Spread With Inherited BRCA Mutations",Randomized Phase II Clinical Trial of Olaparib + Pembrolizumab vs. Olaparib Alone as Maintenance Therapy in Metastatic Pancreatic Cancer Patients With Germline BRCA1 or BRCA2 Mutations,RECRUITING,Metastatic Pancreatic Adenocarcinoma|Pancreatic Adenocarcinoma|Stage IV Pancreatic Cancer AJCC v8,Procedure: Biopsy|Procedure: Biopsy,2020-09-16,2024-09-26,PHASE2,INTERVENTIONAL,ALL,18 Years,
NCT02206334,"Stereotactic Body Radiation Therapy in Treating Patients With Metastatic Breast Cancer, Non-small Cell Lung Cancer, or Prostate Cancer",A Phase 1 Study of Stereotactic Body Radiotherapy (SBRT) for the Treatment of Multiple Metastases,COMPLETED,Male Breast Carcinoma|Prostate Adenocarcinoma|Recurrent Breast Carcinoma|Recurrent Non-Small Cell Lung Carcinoma|Recurrent Prostate Carcinoma|Stage IV Breast Cancer|Stage IV Non-Small Cell Lung Cancer|Stage IV Prostate Cancer,Radiation: Stereotactic Body Radiation Therapy (SBRT),2014-08-01,2022-05-25,PHASE1,INTERVENTIONAL,ALL,18 Years,
NCT04316117,"Using FDG-PET/CT to Assess Response of Bone-Dominant Metastatic Breast Cancer, FEATURE Study","FDG PET to Assess Therapeutic Response in Patients With Bone-Dominant Metastatic Breast Cancer, FEATURE",ACTIVE_NOT_RECRUITING,Anatomic Stage IV Breast Cancer AJCC v8|Hormone Receptor Positive Breast Carcinoma|Metastatic Breast Carcinoma|Prognostic Stage IV Breast Cancer AJCC v8,Procedure: Computed Tomography,2020-03-20,2024-04-18,PHASE2,INTERVENTIONAL,ALL,18 Years,
NCT04960696,Effect on Ocular Surface Symptoms of Online Education,An Evaluation of the Effect on Ocular Surface Symptoms of Online Education During the Pandemic,COMPLETED,Eye Diseases|Ocular Surface Disease|Dry Eye,Diagnostic Test: OSDI|Diagnostic Test: OSDI|Diagnostic Test: OSDI|Diagnostic Test: OSDI,2021-07-14,2021-07-14,,OBSERVATIONAL,ALL,6 Years,30 Years
NCT05596734,"A Study to Evaluate the Safety, Tolerability, and Immunogenicity of Combined Modified RNA Vaccine Candidates Against COVID-19 and Influenza","A PHASE 1/2 STUDY TO EVALUATE THE SAFETY, TOLERABILITY, AND IMMUNOGENICITY OF COMBINED MODIFIED RNA VACCINE CANDIDATES AGAINST COVID-19 AND INFLUENZA IN HEALTHY INDIVIDUALS",COMPLETED,"Influenza, Human|COVID-19",Biological: bivalent BNT162b2 (original/Omi BA.4/BA.5)|Biological: bivalent BNT162b2 (original/Omi BA.4/BA.5)|Biological: bivalent BNT162b2 (original/Omi BA.4/BA.5)|Biological: qIRV (22/23)|Biological: qIRV (22/23)|Biological: bivalent BNT162b2 (original/Omi BA.4/BA.5)|Biological: bivalent BNT162b2 (original/Omi BA.4/BA.5)|Biological: bivalent BNT162b2 (original/Omi BA.4/BA.5)|Biological: bivalent BNT162b2 (original/Omi BA.4/BA.5)|Biological: bivalent BNT162b2 (original/Omi BA.4/BA.5)|Biological: bivalent BNT162b2 (original/Omi BA.4/BA.5)|Biological: bivalent BNT162b2 (original/Omi BA.4/BA.5)|Biological: bivalent BNT162b2 (original/Omi BA.4/BA.5)|Biological: bivalent BNT162b2 (original/Omi BA.4/BA.5)|Biological: bivalent BNT162b2 (original/Omi BA.4/BA.5)|Biological: bivalent BNT162b2 (original/Omi BA.4/BA.5)|Biological: bivalent BNT162b2 (original/Omi BA.4/BA.5)|Biological: qIRV (22/23),2022-10-27,2024-06-04,PHASE1|PHASE2,INTERVENTIONAL,ALL,18 Years,
NCT03518034,A Study to Evaluate the Effect of Testosterone Replacement Therapy (TRT) on the Incidence of Major Adverse Cardiovascular Events (MACE) and Efficacy Measures in Hypogonadal Men,Testosterone Replacement Therapy for Assessment of Long-term Vascular Events and Efficacy ResponSE in Hypogonadal Men (TRAVERSE) Study,COMPLETED,Hypogonadism|Cardiovascular Diseases,Drug: AndroGel®|Drug: Placebo,2018-05-08,2024-03-13,PHASE4,INTERVENTIONAL,MALE,45 Years,80 Years
NCT04518670,Success in Comaneci-assist Coils Embolization Surveillance Study (SUCCESS),Success in Comaneci-assist Coils Embolization Surveillance Study,ACTIVE_NOT_RECRUITING,Intracranial Aneurysm,,2020-08-19,2024-05-21,,OBSERVATIONAL,ALL,18 Years,85 Years
NCT04122170,Phase 2B Study to Evaluate the Efficacy of Bentracimab (PB2452) in Reversal of Ticagrelor in Subjects Aged 50-80 Years Old,"A Phase 2B, Randomized, Double-blind, Multicenter, Placebo-controlled Study to Evaluate the Efficacy of Bentracimab (PB2452) in Reversing Ticagrelor in Subjects Aged 50 to 80 Years Old",COMPLETED,Healthy,Drug: Ticagrelor Oral Tablet - Pre-Treatment|Drug: Ticagrelor Oral Tablet - Pre-Treatment,2019-10-10,2024-04-08,PHASE2,INTERVENTIONAL,ALL,50 Years,80 Years
NCT02618759,Clinical Study to Evaluate the Efficacy and Safety of DSXS in Patients With Mild to Moderate Plaque Psoriasis,"A Randomized, Double-Blind, Placebo-Controlled, Parallel-Design, Multiple-Site Clinical Study to Evaluate the Efficacy and Safety of DSXS in Patients With Mild to Moderate Plaque Psoriasis",COMPLETED,Plaque Psoriasis,Drug: DSXS|Drug: DSXS,2015-12-01,2018-12-10,PHASE3,INTERVENTIONAL,ALL,12 Years,
NCT02912559,Combination Chemotherapy With or Without Atezolizumab in Treating Patients With Stage III Colon Cancer and Deficient DNA Mismatch Repair,Randomized Trial of Standard Chemotherapy Alone or Combined With Atezolizumab as Adjuvant Therapy for Patients With Stage III Colon Cancer and Deficient DNA Mismatch Repair,ACTIVE_NOT_RECRUITING,Colon Adenocarcinoma|DNA Repair Disorder|Lynch Syndrome|Stage III Colon Cancer AJCC v8,Drug: Atezolizumab|Procedure: Biospecimen Collection,2016-09-23,2024-09-26,PHASE3,INTERVENTIONAL,ALL,12 Years,
NCT06312059,Goat or Cow Milk Based Infant Formula GMS,Growth Tolerance and Safety Study of Healthy Term Infants Consuming a Goat or Cow Milk Based Infant Formula,RECRUITING,Growth,"Other: Advance Infant Formula Powder|Other: ""Kendamil Cow milk test product|Other: ""Kendamil goat milk test product",2024-03-15,2024-05-09,PHASE2|PHASE3,INTERVENTIONAL,ALL,,14 Days
NCT00866775,Safety and Efficacy of Eslicarbazepine Acetate Monotherapy in Subjects With Partial Epilepsy Not Well Controlled by Current Antiepileptic Drugs,"Double-Blind, Randomized, Historical Control Study of the Safety and Efficacy of Eslicarbazepine Acetate Monotherapy in Subjects With Partial Epilepsy Not Well Controlled by Current Antiepileptic Drugs",COMPLETED,Epilepsy With Simple or Complex Partial Onset Seizures,Drug: Eslicarbazepine acetate|Drug: Eslicarbazepine acetate,2009-03-20,2016-03-11,PHASE3,INTERVENTIONAL,ALL,16 Years,70 Years
NCT04751370,Testing Nivolumab and Ipilimumab With Short-Course Radiation in Locally Advanced Rectal Cancer,A Phase II Study of Neoadjuvant Nivolumab Plus Ipilimumab and Short-Course Radiation in MSI-H/dMMR Locally Advanced Rectal Adenocarcinoma,SUSPENDED,Locally Advanced Rectal Adenocarcinoma|Stage II Rectal Cancer AJCC v8|Stage III Rectal Cancer AJCC v8,Procedure: Computed Tomography,2021-02-12,2024-08-13,PHASE2,INTERVENTIONAL,ALL,18 Years,
NCT05228275,"Evaluation of Immunologic Response Following COVID-19 Vaccination in Children, Adolescents, and Young Adults With Cancer","Prospective Cohort Study to Evaluate Immunologic Response Following COVID-19 Vaccination in Children, Adolescents and Young Adults With Cancer",RECRUITING,COVID-19 Infection|Hematopoietic and Lymphatic System Neoplasm|Malignant Solid Neoplasm,Procedure: Biospecimen Collection,2022-02-08,2024-08-26,,OBSERVATIONAL,ALL,6 Months,37 Years
NCT00413699,"Long-Term Effectiveness And Safety Of CP-690,550 For The Treatment Of Rheumatoid Arthritis","A Long-term, Open-label Follow-up Study Of Tofacitinib (Cp-690,550) For Treatment Of Rheumatoid Arthritis",COMPLETED,"Arthritis, Rheumatoid","Drug: CP-690,550|Drug: CP-690,550",2006-12-20,2018-10-30,PHASE3,INTERVENTIONAL,ALL,18 Years,
NCT01896999,Brentuximab Vedotin and Nivolumab With or Without Ipilimumab in Treating Patients With Relapsed or Refractory Hodgkin Lymphoma,"A Phase I Study With an Expansion Cohort/Randomized Phase II Study of the Combinations of Ipilimumab, Nivolumab and Brentuximab Vedotin in Patients With Relapsed/Refractory Hodgkin Lymphoma",SUSPENDED,Recurrent Classic Hodgkin Lymphoma|Refractory Classic Hodgkin Lymphoma,Procedure: Biopsy|Procedure: Biopsy|Procedure: Biopsy|Procedure: Biopsy|Procedure: Biopsy,2013-07-11,2024-09-26,PHASE1|PHASE2,INTERVENTIONAL,ALL,12 Years,
